player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Andrew Smith,37421,TE,AIR FORCE,1,,0,1,,5.3,0,0,0.0,0.0,0,0,1,,1,0,0,101,66.6,44.4,60.0,55.9,0,0,1,1,0.0,39.6,0.0,0,0,0,1,0,1,100.0,0,0.0
Tuli Wily-Matagi,36436,TE,OREGON ST,1,100.0,1,1,21.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,1,265,66.4,70.6,76.2,,0,0,1,0,,158.3,0.0,0,0,0,0,1,0,0.0,26,26.0
Chris Warren III,35977,HB,TEXAS,1,0.0,1,1,24.0,4.2,0,0,0.0,0.0,0,0,0,,1,0,0,311,68.5,76.8,76.6,77.7,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Alex Barnes,35859,HB,KANSAS ST,1,100.0,1,1,10.0,2.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,199,89.8,72.4,74.3,69.9,0,0,1,1,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0
Ivan Oraha,35126,P,E MICHIGAN,1,,0,1,,2.7,0,0,0.0,0.0,0,0,1,,1,0,0,160,60.3,37.3,54.1,,1,0,1,0,0.0,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Alex Mussat,35120,QB,W MICHIGAN,1,100.0,1,1,4.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,0,347,60.3,62.7,61.0,,0,0,1,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Austin Kafentzis,34791,HB,BYU,1,100.0,1,1,18.0,2.7,0,0,0.0,0.0,0,0,0,100.0,1,1,0,128,53.4,71.0,72.6,70.2,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
John Kelly Jr.,34761,HB,TENNESSEE,1,100.0,1,1,-4.0,0.7,0,0,0.0,100.0,1,0,0,0.0,1,0,1,307,84.5,76.3,60.4,77.3,0,0,1,2,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0
TJ Green,34643,QB,NWESTERN,1,100.0,1,1,4.0,2.8,0,0,0.0,100.0,1,0,0,0.0,1,0,0,256,65.9,44.0,61.0,59.4,0,0,1,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Dion Ray,34627,QB,LA LAFAYET,2,0.0,1,1,19.0,2.9,0,0,0.0,0.0,0,0,0,,1,0,0,207,75.3,65.2,46.8,66.2,0,0,2,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kelton Moore,34571,HB,NEVADA,1,100.0,1,1,31.0,4.55,0,0,0.0,100.0,1,0,2,0.0,2,0,2,239,81.7,72.4,75.7,72.2,0,0,2,0,0.0,158.3,0.0,0,1,0,0,1,0,0.0,57,57.0
Kerryon Johnson,34455,HB,AUBURN,1,100.0,1,1,10.0,2.0,0,0,0.0,100.0,1,0,0,0.0,1,0,1,115,91.7,89.2,74.3,85.5,0,0,1,0,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0
Manny Miles,33924,QB,N CAROLINA,2,100.0,1,1,-3.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,0,245,64.4,51.3,60.6,54.3,0,0,2,0,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0
Tyler Williams,47065,TE,AIR FORCE,1,100.0,1,1,31.0,3.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,101,67.9,56.0,59.3,55.4,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,31,31.0
Hayden Hurst,47294,TE,S CAROLINA,1,0.0,1,1,13.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,289,75.0,65.4,48.3,65.7,0,0,2,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chris Montgomery,47428,WR,CHARLOTTE,2,0.0,1,1,32.0,3.1,0,0,0.0,0.0,0,0,1,,1,0,0,136,54.5,58.0,36.9,60.8,0,1,2,0,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Jakobi Meyers,47468,WR,NC STATE,1,,0,1,,7.5,0,0,0.0,0.0,0,1,1,,1,0,0,248,52.0,74.8,60.0,54.1,0,0,1,7,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Cam Echols-Luper,47527,WR,W KENTUCKY,1,100.0,1,1,36.0,4.0,0,0,0.0,100.0,1,0,1,0.0,1,0,1,346,76.9,74.7,75.9,60.6,0,0,1,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,39,39.0
Reggie Bonnafon,47542,HB,LOUISVILLE,2,,0,1,,4.2,0,0,0.0,0.0,0,0,0,,1,0,0,210,87.7,63.7,55.4,67.9,0,0,2,2,,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Allenzae Staggers,47545,WR,SO MISS,1,0.0,1,1,10.0,2.4,0,0,0.0,0.0,0,1,0,,1,0,0,296,68.9,63.0,46.8,50.4,0,0,1,4,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Josh Smith,47562,WR,TENNESSEE,1,100.0,1,1,24.0,3.5,0,0,0.0,0.0,0,0,1,100.0,1,1,0,307,65.9,51.8,58.4,,0,0,1,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Cam Phillips,47593,WR,VA TECH,1,0.0,1,1,30.0,5.1,0,0,0.0,0.0,0,0,0,,1,0,0,337,60.9,85.8,37.0,63.4,0,0,1,1,,39.6,0.0,0,0,0,0,0,1,100.0,0,0.0
Tyler Byrd,47660,WR,TENNESSEE,1,0.0,1,1,15.0,3.4,0,0,0.0,0.0,0,0,0,,1,0,0,307,68.2,51.6,46.8,62.7,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Charles Nelson,47665,WR,OREGON,1,100.0,1,1,27.0,7.2,0,1,100.0,100.0,1,0,1,0.0,1,0,1,264,79.6,71.1,89.2,64.5,0,0,1,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,22,22.0
Jalen McCleskey,47668,WR,OKLA STATE,1,0.0,1,1,18.0,2.3,0,0,0.0,0.0,0,0,0,,1,0,0,262,44.4,68.2,26.8,,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Gavin Locklear,47684,WR,NC STATE,2,100.0,1,1,4.0,3.3,0,0,0.0,100.0,1,0,0,0.0,1,0,1,248,72.5,51.7,58.9,,0,0,2,0,,118.8,0.0,0,0,0,0,0,0,0.0,20,20.0
Patrick Smith,33757,WR,MIDDLE TN,1,100.0,1,1,-5.0,2.9,0,0,0.0,100.0,1,1,1,0.0,1,0,1,224,71.8,55.9,60.4,,0,0,1,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,26,26.0
Keelan Ewaliko,47762,WR,HAWAII,1,0.0,1,1,27.0,4.5,0,0,0.0,0.0,0,1,0,,1,0,0,180,55.1,53.3,50.4,,0,0,1,4,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
TJ Rahming,47767,WR,DUKE,1,0.0,1,1,23.0,2.8,0,0,0.0,0.0,0,0,0,,1,0,0,154,42.4,68.1,50.4,37.6,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Michael Jacquet,47826,WR,LA LAFAYET,1,0.0,1,1,28.0,3.2,0,0,0.0,0.0,0,0,0,,1,0,0,207,71.9,60.8,37.5,,0,1,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
John Burt,47850,WR,TEXAS,1,0.0,1,1,9.0,4.6,0,0,0.0,0.0,0,1,0,,1,0,0,311,22.0,56.4,45.8,,0,0,1,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Craig Scott,47855,WR,NAVY,1,0.0,1,1,23.0,4.0,0,0,0.0,0.0,0,0,0,,1,0,0,237,83.1,56.8,51.9,60.0,0,0,1,0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Chris Murray,47874,WR,ARK STATE,1,,0,1,,3.8,0,0,0.0,0.0,0,0,1,,1,0,0,113,74.5,64.3,60.0,63.2,0,0,1,4,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Parker Smith,47892,WR,RICE,1,100.0,1,1,17.0,4.1,0,0,0.0,100.0,1,0,0,0.0,1,0,1,275,66.9,61.2,73.1,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Sean Modster,47919,WR,BOISE ST,1,100.0,1,1,18.0,2.8,0,1,100.0,0.0,0,0,1,100.0,1,1,0,120,71.6,57.5,84.1,,0,0,1,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Braxton Berrios,47961,WR,MIAMI FL,1,100.0,1,1,16.0,3.5,0,0,0.0,100.0,1,0,0,0.0,1,0,1,220,86.4,72.4,73.1,,0,0,1,1,,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Brandon Presley,48018,WR,UNLV,1,,0,1,,4.6,0,0,0.0,0.0,0,0,1,,1,0,0,325,74.7,68.3,60.0,64.6,0,0,1,0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Darveon Brown,33514,WR,ARK STATE,1,100.0,1,1,-4.0,3.4,0,0,0.0,100.0,1,0,0,0.0,1,0,1,113,63.0,59.0,60.4,,0,0,1,0,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0
Dante Pettis,48113,WR,WASHINGTON,2,100.0,1,1,25.0,5.15,0,1,100.0,100.0,1,0,1,0.0,2,0,1,340,66.7,81.1,87.7,66.2,0,0,2,1,0.0,118.8,0.0,0,1,0,0,0,0,0.0,36,36.0
Kamrin Solomon,48117,WR,FAU,1,100.0,1,1,23.0,2.9,0,0,0.0,100.0,1,0,0,0.0,1,0,1,165,34.3,57.9,76.2,63.2,0,0,1,3,,158.3,0.0,0,0,0,0,1,0,0.0,60,60.0
Thomas Owens,48148,WR,FIU,2,100.0,1,1,35.0,5.35,0,1,100.0,100.0,1,0,1,0.0,2,0,1,166,22.6,88.6,84.8,,0,0,2,1,100.0,158.3,50.0,1,0,0,0,1,0,0.0,35,35.0
